shipment_id,order_id,courier_partner,warehouse_location,dispatch_date,delivery_date,delivery_status,estimated_days
7050,7050,Ekart Logistics,Patna,2025-10-17,2025-10-24,Returned,7
7051,7051,Delhivery,Nashik,2026-04-25,2026-05-02,Delivered Late,6
7052,7052,Ekart Logistics,Coimbatore,2026-03-14,2026-03-17,Delivered,3
7053,7053,Bluedart,Chandigarh,2024-11-11,2024-11-15,Delivered,5
7054,7054,Bluedart,Delhi,2026-01-19,2026-01-21,Delivered,3
7055,7055,Delhivery,Kochi,2026-02-04,,In Transit,5
7056,7056,Ekart Logistics,Hyderabad,2025-09-05,,In Transit,2
7057,7057,Ekart Logistics,Coimbatore,2024-10-15,2024-10-18,Delivered Late,2
7058,7058,Ecom Express,Nashik,,,Not Shipped,6
7059,7059,Ekart Logistics,Mysuru,2025-08-14,2025-08-24,Delivered Late,7
7060,7060,Xpressbees,Kolkata,2024-07-02,2024-07-05,Delivered Late,2
7061,7061,Ekart Logistics,Bhopal,2024-12-14,2024-12-21,Delivered,7
7062,7062,DTDC,Kolkata,2026-08-04,,In Transit,4
7063,7063,Xpressbees,Bhubaneswar,2026-01-27,2026-02-05,Delivered Late,7
7064,7064,Bluedart,Vadodara,2025-11-06,2025-11-11,Delivered,5
7065,7065,DTDC,Thiruvananthapuram,2025-09-20,2025-09-23,Delivered Late,2
7066,7066,Bluedart,Nashik,2026-07-28,2026-08-02,Delivered Late,5
7067,7067,DTDC,Bhopal,2026-06-08,2026-06-13,Delivered Late,4
7068,7068,DTDC,Bhubaneswar,2026-05-07,2026-05-11,Delivered,5
7069,7069,Delhivery,Bhubaneswar,2025-03-25,2025-03-28,Delivered,4
7070,7070,Xpressbees,Guwahati,2026-03-09,2026-03-12,Delivered,4
7071,7071,DTDC,Jaipur,2026-04-25,2026-04-28,Delivered,4
7072,7072,Bluedart,Chandigarh,2026-08-07,2026-08-13,Delivered Late,4
7073,7073,Ecom Express,Mysuru,2026-03-07,2026-03-13,Delivered Late,5
7074,7074,Ecom Express,Indore,,,Not Shipped,4
7075,7075,DTDC,Pune,2026-06-25,2026-06-26,Delivered,2
7076,7076,Bluedart,Bhopal,,,Not Shipped,3
7077,7077,Ecom Express,Chennai,2025-09-21,2025-10-01,Delivered Late,7
7078,7078,Xpressbees,Hyderabad,2025-11-28,2025-12-04,Delivered,6
7079,7079,DTDC,Hyderabad,2026-02-02,2026-02-08,Delivered Late,5
7080,7080,Ecom Express,Ahmedabad,2025-07-01,2025-07-06,Delivered,5
7081,7081,DTDC,Surat,,,Not Shipped,2
7082,7082,Ekart Logistics,Bhopal,2024-04-21,2024-04-23,Delivered,2
7083,7083,DTDC,Ahmedabad,,,Not Shipped,3
7084,7084,DTDC,Ranchi,,,Processing,2
7085,7085,Ecom Express,Jaipur,,,Not Shipped,4
7086,7086,Ecom Express,Amritsar,2026-03-25,2026-03-30,Delivered Late,5
7087,7087,Xpressbees,Chandigarh,2025-05-21,2025-05-23,Delivered Late,2
7088,7088,Ekart Logistics,Thiruvananthapuram,2026-08-17,2026-08-22,Returned,4
7089,7089,DTDC,Kanpur,,,Not Shipped,5
7090,7090,Ekart Logistics,Mumbai,2026-05-31,2026-06-03,Delivered,4
7091,7091,Delhivery,Bhubaneswar,2026-01-07,2026-01-15,Delivered Late,7
7092,7092,DTDC,Kolkata,2025-07-18,2025-07-19,Delivered,2
7093,7093,Ecom Express,Kanpur,2026-03-22,2026-03-26,Delivered Late,3
7094,7094,Ecom Express,Mumbai,2026-02-28,2026-03-06,Returned,7
7095,7095,Ecom Express,Ahmedabad,2025-10-04,2025-10-07,Delivered Late,3
7096,7096,Delhivery,Chennai,2025-12-26,2025-12-28,Delivered,2
7097,7097,Bluedart,Nagpur,2025-09-06,2025-09-12,Delivered,7
7098,7098,DTDC,Hyderabad,2026-03-20,2026-03-26,Delivered,6
7099,7099,Delhivery,Kolkata,2025-08-18,2025-08-20,Delivered,3
7100,7100,Ecom Express,Jaipur,2025-02-03,2025-02-08,Delivered,5
7101,7101,Xpressbees,Lucknow,2025-09-25,2025-10-02,Delivered Late,5
7102,7102,Ecom Express,Nagpur,2025-01-27,2025-01-31,Delivered,5
7103,7103,Bluedart,Nashik,2024-12-19,2024-12-20,Delivered,2
7104,7104,Bluedart,Ahmedabad,2026-01-10,2026-01-17,Delivered Late,7
7105,7105,Xpressbees,Kolkata,2025-11-26,2025-12-03,Delivered Late,7
7106,7106,Delhivery,Mysuru,2026-04-04,2026-04-07,Delivered,3
7107,7107,Ecom Express,Mysuru,2025-07-01,2025-07-03,Delivered,3
7108,7108,Delhivery,Nashik,2026-03-28,2026-04-03,Delivered,7
7109,7109,Delhivery,Guwahati,2026-03-16,2026-03-20,Delivered,5
7110,7110,Delhivery,Kochi,2026-05-11,2026-05-18,Delivered Late,6
7111,7111,Delhivery,Kochi,2025-03-07,2025-03-10,Delivered,4
7112,7112,Bluedart,Indore,2026-07-20,2026-07-27,Delivered Late,4
7113,7113,Delhivery,Ahmedabad,2026-07-12,2026-07-18,Delivered Late,5
7114,7114,Ekart Logistics,Vadodara,2024-04-11,2024-04-18,Delivered Late,5
7115,7115,Ekart Logistics,Amritsar,2025-03-20,2025-03-24,Delivered,5
7116,7116,DTDC,Chandigarh,2025-12-24,2025-12-28,Delivered Late,3
7117,7117,Xpressbees,Ahmedabad,,,Not Shipped,6
7118,7118,Bluedart,Mysuru,2025-11-23,2025-11-25,Delivered,2
7119,7119,Delhivery,Coimbatore,2026-04-13,2026-04-19,Delivered,7
7120,7120,DTDC,Bengaluru,2026-05-24,2026-05-30,Delivered Late,5
7121,7121,DTDC,Jaipur,,,Processing,5
7122,7122,Xpressbees,Nagpur,,,Processing,6
7123,7123,Ecom Express,Kochi,2023-11-12,2023-11-18,Delivered,6
7124,7124,Ekart Logistics,Lucknow,2026-07-02,2026-07-04,Delivered,3
7125,7125,Bluedart,Mysuru,2026-05-23,2026-05-28,Delivered,5
7126,7126,Xpressbees,Indore,2026-03-10,2026-03-13,Delivered Late,2
7127,7127,DTDC,Bhopal,2024-11-26,2024-12-03,Delivered,7
7128,7128,Xpressbees,Delhi,2025-12-26,2025-12-29,Delivered Late,3
7129,7129,Bluedart,Lucknow,2024-12-10,2024-12-17,Delivered,7
7130,7130,DTDC,Mysuru,2025-11-12,2025-11-19,Delivered Late,7
7131,7131,DTDC,Chennai,2026-01-30,2026-02-02,Delivered,4
7132,7132,Ekart Logistics,Delhi,2025-01-12,2025-01-19,Delivered,7
7133,7133,Xpressbees,Patna,2025-10-17,2025-10-23,Delivered Late,4
7134,7134,Xpressbees,Indore,,,Not Shipped,2
7135,7135,Ekart Logistics,Thiruvananthapuram,2024-10-24,2024-10-27,Delivered Late,2
7136,7136,DTDC,Mumbai,2026-01-13,2026-01-19,Returned,6
7137,7137,DTDC,Mumbai,2025-09-29,2025-10-02,Delivered Late,3
7138,7138,Xpressbees,Thiruvananthapuram,2024-10-01,,In Transit,3
7139,7139,DTDC,Kolkata,2026-01-14,2026-01-18,Returned,4
7140,7140,DTDC,Bhopal,2025-02-26,2025-03-04,Delivered,7
7141,7141,Xpressbees,Guwahati,2025-09-30,2025-10-04,Delivered,5
7142,7142,DTDC,Kochi,2025-12-18,2025-12-20,Delivered,3
7143,7143,Bluedart,Patna,2025-01-28,2025-02-02,Delivered,6
7144,7144,Ekart Logistics,Indore,2024-12-24,2024-12-29,Delivered,6
7145,7145,Ecom Express,Vadodara,2024-10-12,2024-10-19,Returned,7
7146,7146,Ecom Express,Kochi,2025-11-21,2025-11-24,Delivered,4
7147,7147,Delhivery,Guwahati,2024-10-05,2024-10-11,Delivered,7
7148,7148,Bluedart,Bengaluru,2026-04-07,2026-04-13,Returned,6
7149,7149,Bluedart,Ahmedabad,2026-03-11,2026-03-14,Returned,3
7150,7150,DTDC,Mumbai,2024-10-14,2024-10-19,Delivered,6
7151,7151,Xpressbees,Ranchi,2026-04-18,2026-04-25,Delivered,7
7152,7152,Ekart Logistics,Ranchi,2025-05-25,2025-06-01,Delivered,7
7153,7153,Ecom Express,Indore,2026-06-26,,In Transit,5
7154,7154,Bluedart,Patna,2025-08-13,2025-08-19,Delivered,7
7155,7155,Xpressbees,Jaipur,,,Not Shipped,2
7156,7156,Delhivery,Indore,2025-02-09,2025-02-13,Delivered,5
7157,7157,Ekart Logistics,Lucknow,,,Processing,4
7158,7158,Ekart Logistics,Indore,2025-12-05,2025-12-14,Delivered Late,7
7159,7159,Delhivery,Chandigarh,2026-08-17,2026-08-21,Delivered Late,2
7160,7160,Ecom Express,Amritsar,,,Not Shipped,4
7161,7161,Ekart Logistics,Kolkata,2026-05-09,2026-05-14,Delivered,6
7162,7162,Delhivery,Ranchi,2025-11-04,2025-11-08,Delivered,4
7163,7163,Delhivery,Pune,2026-05-05,2026-05-08,Delivered,3
7164,7164,Delhivery,Kanpur,2026-03-25,2026-04-01,Returned,7
7165,7165,Bluedart,Ahmedabad,2026-07-02,2026-07-07,Delivered Late,2
7166,7166,Xpressbees,Jaipur,2025-05-31,2025-06-03,Delivered Late,3
7167,7167,DTDC,Mysuru,2024-06-29,2024-07-01,Delivered,3
7168,7168,Bluedart,Vadodara,2025-05-27,2025-06-02,Delivered,6
7169,7169,Delhivery,Mumbai,2024-07-13,2024-07-19,Delivered Late,6
7170,7170,Ekart Logistics,Bhubaneswar,2025-08-31,2025-09-02,Delivered Late,2
7171,7171,Xpressbees,Chennai,2026-05-25,2026-06-02,Delivered Late,7
7172,7172,Ekart Logistics,Nashik,2025-06-05,2025-06-11,Delivered,7
7173,7173,Delhivery,Kanpur,2024-10-30,2024-11-05,Delivered,6
7174,7174,Xpressbees,Pune,2024-11-03,2024-11-11,Delivered Late,5
7175,7175,Xpressbees,Nashik,2026-03-22,2026-03-26,Delivered,4
7176,7176,Bluedart,Nashik,2025-12-11,2025-12-14,Delivered,3
7177,7177,Ekart Logistics,Hyderabad,2026-07-03,2026-07-10,Delivered Late,5
7178,7178,Bluedart,Ahmedabad,,,Processing,6
7179,7179,Delhivery,Ranchi,2025-07-22,2025-07-28,Delivered,6
7180,7180,DTDC,Amritsar,2026-01-30,2026-02-04,Delivered,6
7181,7181,Xpressbees,Guwahati,,,Processing,6
7182,7182,Xpressbees,Nagpur,2025-02-04,2025-02-06,Delivered,2
7183,7183,Delhivery,Bhubaneswar,2025-05-10,2025-05-15,Delivered Late,4
7184,7184,Bluedart,Jaipur,2025-12-01,2025-12-04,Delivered,4
7185,7185,Xpressbees,Surat,2025-03-18,,In Transit,5
7186,7186,DTDC,Bhopal,2025-10-21,2025-10-22,Delivered,2
7187,7187,DTDC,Delhi,2025-10-05,2025-10-10,Delivered Late,3
7188,7188,Bluedart,Pune,2026-05-01,2026-05-08,Delivered,7
7189,7189,DTDC,Jaipur,2026-06-06,2026-06-09,Delivered,4
7190,7190,Ecom Express,Ahmedabad,,,Not Shipped,6
7191,7191,Ekart Logistics,Thiruvananthapuram,2026-01-31,2026-02-06,Delivered,6
7192,7192,Bluedart,Pune,2026-01-13,2026-01-15,Delivered,3
7193,7193,Ecom Express,Nashik,2025-11-27,2025-12-06,Delivered Late,6
7194,7194,DTDC,Chandigarh,2025-10-27,2025-10-30,Delivered,4
7195,7195,Bluedart,Guwahati,2026-03-16,2026-03-17,Delivered,2
7196,7196,Xpressbees,Hyderabad,2025-09-18,2025-09-23,Delivered,5
7197,7197,Ecom Express,Bengaluru,2026-05-30,,In Transit,4
7198,7198,Ekart Logistics,Pune,2026-01-11,2026-01-20,Delivered Late,7
7199,7199,Ecom Express,Thiruvananthapuram,2026-03-19,2026-03-21,Delivered,2
7200,7200,Bluedart,Chennai,2026-08-11,2026-08-14,Delivered,4
7201,7201,Ekart Logistics,Nagpur,2026-06-07,2026-06-14,Delivered Late,5
7202,7202,Xpressbees,Bhopal,2024-12-04,2024-12-06,Delivered,2
7203,7203,Ekart Logistics,Indore,2025-02-24,2025-02-26,Delivered Late,2
7204,7204,Xpressbees,Lucknow,2026-01-03,,In Transit,2
7205,7205,Ecom Express,Bengaluru,2024-06-05,2024-06-08,Delivered,3
7206,7206,Delhivery,Delhi,2025-12-14,,In Transit,7
7207,7207,DTDC,Hyderabad,2025-12-11,2025-12-13,Delivered,3
7208,7208,Xpressbees,Guwahati,2026-02-03,2026-02-05,Delivered,3
7209,7209,DTDC,Hyderabad,,,Processing,2
7210,7210,Delhivery,Ahmedabad,2025-05-08,2025-05-11,Delivered,4
7211,7211,Ekart Logistics,Nagpur,,,Not Shipped,3
7212,7212,Bluedart,Mumbai,2025-12-12,,In Transit,7
7213,7213,DTDC,Bhopal,2026-06-20,2026-06-25,Delivered Late,4
7214,7214,Xpressbees,Kochi,2025-06-18,2025-06-21,Delivered Late,2
7215,7215,DTDC,Chennai,2025-10-07,2025-10-12,Returned,3
7216,7216,Ecom Express,Bhopal,2025-07-10,2025-07-16,Delivered Late,5
7217,7217,Delhivery,Mysuru,2025-08-05,2025-08-06,Delivered,2
7218,7218,Ekart Logistics,Jaipur,2024-12-11,2024-12-20,Delivered Late,6
7219,7219,Ekart Logistics,Bhubaneswar,2026-01-06,,In Transit,2
7220,7220,Bluedart,Indore,2024-11-02,2024-11-04,Delivered,3
7221,7221,DTDC,Hyderabad,2025-10-25,2025-10-26,Delivered,2
7222,7222,Ekart Logistics,Bengaluru,2024-08-31,2024-09-08,Returned,7
7223,7223,Xpressbees,Hyderabad,2025-10-05,2025-10-11,Delivered,7
7224,7224,Ekart Logistics,Surat,2025-12-04,2025-12-09,Delivered,5
7225,7225,Delhivery,Mysuru,2024-11-06,2024-11-10,Delivered,5
7226,7226,Delhivery,Patna,2026-03-24,2026-03-30,Delivered,7
7227,7227,Bluedart,Kanpur,2025-11-14,2025-11-17,Delivered,3
7228,7228,Bluedart,Amritsar,2026-06-29,2026-07-02,Delivered Late,2
7229,7229,Bluedart,Hyderabad,2025-10-16,2025-10-22,Delivered,7
7230,7230,Xpressbees,Vadodara,2025-06-17,2025-06-21,Delivered,4
7231,7231,DTDC,Indore,2025-03-03,2025-03-07,Delivered Late,2
7232,7232,Ecom Express,Delhi,2025-06-12,,In Transit,2
7233,7233,Bluedart,Surat,2025-11-03,2025-11-10,Delivered Late,6
7234,7234,Ekart Logistics,Surat,2025-08-03,2025-08-06,Delivered,4
7235,7235,Bluedart,Bengaluru,2025-05-18,2025-05-27,Delivered Late,7
7236,7236,Xpressbees,Chennai,2026-04-09,2026-04-13,Delivered,4
7237,7237,Xpressbees,Bhopal,2025-10-12,,In Transit,2
7238,7238,Bluedart,Vadodara,2025-07-05,2025-07-13,Returned,7
7239,7239,Ecom Express,Nagpur,2026-05-10,2026-05-17,Delivered Late,6
7240,7240,Bluedart,Bengaluru,2025-11-09,2025-11-15,Delivered,6
7241,7241,Ekart Logistics,Nashik,2025-07-18,2025-07-23,Delivered,5
7242,7242,Xpressbees,Patna,2026-04-01,2026-04-06,Delivered,6
7243,7243,Xpressbees,Nashik,2026-01-22,2026-01-30,Delivered Late,5
7244,7244,Ecom Express,Thiruvananthapuram,2026-05-16,2026-05-22,Delivered,6
7245,7245,Delhivery,Kolkata,2026-04-02,2026-04-05,Delivered,4
7246,7246,DTDC,Guwahati,,,Not Shipped,7
7247,7247,Xpressbees,Surat,2025-02-05,2025-02-12,Delivered Late,6
7248,7248,Xpressbees,Chennai,2025-09-11,2025-09-18,Delivered,7
7249,7249,Bluedart,Surat,2025-06-21,2025-06-30,Delivered Late,7
7250,7250,Bluedart,Coimbatore,2025-11-23,2025-11-27,Delivered,4
7251,7251,Ecom Express,Thiruvananthapuram,2025-03-27,2025-04-04,Delivered Late,7
7252,7252,Xpressbees,Mumbai,2026-02-06,2026-02-10,Delivered,4
7253,7253,Ekart Logistics,Bhubaneswar,2026-03-24,2026-04-02,Delivered Late,7
7254,7254,DTDC,Mysuru,2026-02-16,2026-02-19,Delivered,4
7255,7255,DTDC,Ranchi,2026-02-25,2026-03-04,Delivered Late,6
7256,7256,Ekart Logistics,Chandigarh,2025-04-16,2025-04-23,Delivered,7
7257,7257,Ecom Express,Coimbatore,2026-02-04,2026-02-08,Delivered,5
7258,7258,Ecom Express,Bhopal,2024-12-26,2024-12-31,Delivered Late,4
7259,7259,Xpressbees,Lucknow,,,Processing,5
7260,7260,Xpressbees,Nashik,,,Not Shipped,6
7261,7261,DTDC,Amritsar,,,Processing,7
7262,7262,Bluedart,Patna,2026-05-31,2026-06-04,Delivered,5
7263,7263,Ecom Express,Kolkata,,,Not Shipped,5
7264,7264,Ecom Express,Lucknow,2024-07-07,2024-07-08,Delivered,2
7265,7265,Xpressbees,Ranchi,2026-03-18,2026-03-24,Delivered,7
7266,7266,Ekart Logistics,Kochi,2026-07-25,2026-08-02,Delivered Late,6
7267,7267,DTDC,Ranchi,2025-12-13,2025-12-15,Delivered,3
7268,7268,Ekart Logistics,Lucknow,2024-11-22,2024-11-28,Delivered,7
7269,7269,Ecom Express,Bhopal,2024-09-01,2024-09-08,Delivered,7
7270,7270,Ecom Express,Vadodara,2025-12-10,2025-12-17,Delivered,7
7271,7271,Ecom Express,Chandigarh,2025-03-26,2025-04-01,Delivered,6
7272,7272,Ecom Express,Pune,2025-03-29,2025-04-02,Delivered Late,2
7273,7273,Ecom Express,Bhopal,2026-02-22,,In Transit,3
7274,7274,Ekart Logistics,Jaipur,2025-12-13,2025-12-21,Delivered Late,6
7275,7275,DTDC,Guwahati,2026-02-03,2026-02-05,Delivered,2
7276,7276,Xpressbees,Ranchi,2026-05-26,2026-05-27,Delivered,2
7277,7277,Ekart Logistics,Mysuru,2025-03-20,2025-03-28,Delivered Late,7
7278,7278,Bluedart,Ahmedabad,2024-12-26,2024-12-30,Returned,5
7279,7279,DTDC,Bengaluru,2025-07-21,2025-07-24,Delivered Late,2
7280,7280,Delhivery,Amritsar,2026-08-18,2026-08-20,Delivered,3
7281,7281,DTDC,Pune,2026-04-29,2026-05-06,Delivered,7
7282,7282,DTDC,Patna,2026-04-04,2026-04-08,Delivered,4
7283,7283,Xpressbees,Bengaluru,,,Not Shipped,6
7284,7284,Ecom Express,Kolkata,2025-12-01,2025-12-04,Delivered,3
7285,7285,Bluedart,Coimbatore,2026-07-06,2026-07-10,Returned,4
7286,7286,Ecom Express,Nashik,2026-01-15,2026-01-22,Delivered,7
7287,7287,Delhivery,Chandigarh,2026-05-30,2026-06-03,Delivered Late,4
7288,7288,Ecom Express,Mysuru,2026-01-07,2026-01-11,Delivered,5
7289,7289,DTDC,Indore,2025-08-09,2025-08-18,Delivered Late,7
7290,7290,Bluedart,Indore,2026-03-07,2026-03-14,Delivered,7
7291,7291,Delhivery,Jaipur,2026-02-15,2026-02-21,Delivered Late,5
7292,7292,Xpressbees,Bengaluru,2025-07-19,2025-07-24,Delivered,5
7293,7293,Ekart Logistics,Hyderabad,2026-05-23,,In Transit,4
7294,7294,Ecom Express,Indore,2026-04-15,2026-04-22,Delivered Late,4
7295,7295,Ecom Express,Kolkata,,,Processing,4
7296,7296,Ecom Express,Hyderabad,2024-02-09,2024-02-14,Delivered Late,3
7297,7297,Xpressbees,Coimbatore,2025-02-18,2025-02-22,Delivered Late,3
7298,7298,Xpressbees,Chandigarh,2025-02-23,2025-03-02,Delivered Late,7
7299,7299,Ekart Logistics,Nashik,2025-07-06,2025-07-07,Delivered,2
7300,7300,Bluedart,Kolkata,2025-09-24,2025-09-29,Delivered Late,4
7301,7301,Ecom Express,Delhi,2026-04-02,2026-04-09,Delivered,7
7302,7302,Xpressbees,Mumbai,2026-08-02,2026-08-09,Delivered,7
7303,7303,Ecom Express,Kolkata,2025-05-10,2025-05-20,Delivered Late,7
7304,7304,DTDC,Guwahati,2025-06-13,2025-06-19,Delivered Late,3
7305,7305,DTDC,Lucknow,2025-12-04,,In Transit,3
7306,7306,DTDC,Bhopal,2025-07-24,2025-08-01,Returned,6
7307,7307,Xpressbees,Surat,2026-03-22,2026-03-28,Delivered,6
7308,7308,DTDC,Nashik,2025-10-24,2025-10-25,Delivered,2
7309,7309,Xpressbees,Chennai,2025-12-26,2026-01-03,Delivered Late,7
7310,7310,DTDC,Chandigarh,2026-04-19,,In Transit,6
7311,7311,Ecom Express,Amritsar,2025-11-26,2025-12-04,Delivered Late,7
7312,7312,Ecom Express,Surat,,,Not Shipped,5
7313,7313,Bluedart,Ahmedabad,2026-07-04,2026-07-10,Delivered Late,4
7314,7314,Bluedart,Surat,2026-02-02,2026-02-09,Delivered,7
7315,7315,Ekart Logistics,Jaipur,2026-04-22,2026-04-23,Delivered,2
7316,7316,Ekart Logistics,Kolkata,2026-04-27,2026-04-29,Delivered,3
7317,7317,Xpressbees,Pune,2025-09-27,2025-10-03,Delivered,6
7318,7318,Xpressbees,Mysuru,2025-06-08,2025-06-14,Delivered Late,5
7319,7319,DTDC,Indore,2026-02-01,2026-02-09,Delivered Late,7
7320,7320,Ecom Express,Delhi,2025-10-16,2025-10-20,Delivered,4
7321,7321,Delhivery,Amritsar,2026-01-18,2026-01-23,Delivered,6
7322,7322,DTDC,Bhopal,2026-06-13,2026-06-18,Delivered Late,3
7323,7323,Xpressbees,Chandigarh,2025-01-07,2025-01-10,Delivered,4
7324,7324,Ekart Logistics,Nagpur,2025-08-11,2025-08-16,Delivered Late,5
7325,7325,Ekart Logistics,Pune,2025-06-11,2025-06-16,Delivered,5
7326,7326,Ecom Express,Amritsar,,,Not Shipped,5
7327,7327,DTDC,Nashik,2026-03-21,2026-03-28,Delivered Late,5
7328,7328,Bluedart,Chandigarh,2026-02-22,2026-02-27,Delivered Late,4
7329,7329,Delhivery,Pune,2026-04-30,2026-05-04,Delivered,4
7330,7330,Bluedart,Chandigarh,2025-11-14,2025-11-17,Returned,2
7331,7331,Ecom Express,Delhi,2025-03-22,2025-03-27,Delivered,6
7332,7332,Bluedart,Delhi,2025-11-22,2025-11-26,Delivered Late,3
7333,7333,Ekart Logistics,Vadodara,2025-07-03,2025-07-05,Delivered,3
7334,7334,DTDC,Mumbai,2026-01-24,2026-01-27,Delivered,3
7335,7335,Ekart Logistics,Mumbai,2025-01-20,2025-01-22,Returned,2
7336,7336,Ecom Express,Kolkata,2025-10-29,,In Transit,4
7337,7337,DTDC,Ranchi,2024-05-04,2024-05-12,Delivered Late,7
7338,7338,Bluedart,Pune,2025-09-18,2025-09-22,Delivered,5
7339,7339,Ecom Express,Jaipur,2026-01-07,2026-01-11,Delivered,5
7340,7340,Delhivery,Bengaluru,2025-08-31,2025-09-04,Delivered,5
7341,7341,Xpressbees,Bhubaneswar,2025-12-10,2025-12-17,Delivered,7
7342,7342,Ekart Logistics,Ahmedabad,2026-02-12,2026-02-18,Delivered,6
7343,7343,Ekart Logistics,Mysuru,2025-02-16,2025-02-20,Returned,2
7344,7344,Ecom Express,Nagpur,2025-12-22,2025-12-24,Delivered,2
7345,7345,DTDC,Chandigarh,2024-05-19,2024-05-23,Delivered Late,4
7346,7346,DTDC,Vadodara,2026-04-20,2026-04-25,Delivered Late,5
7347,7347,DTDC,Vadodara,2026-02-26,2026-02-28,Delivered,3
7348,7348,Delhivery,Mysuru,2025-11-18,2025-11-19,Delivered,2
7349,7349,DTDC,Mumbai,2025-03-05,2025-03-07,Delivered,2
7350,7350,DTDC,Nagpur,2026-04-26,2026-05-02,Delivered,7
7351,7351,Ekart Logistics,Bengaluru,2025-01-08,2025-01-13,Delivered,5
7352,7352,Ecom Express,Kanpur,2025-11-13,2025-11-18,Delivered Late,5
7353,7353,Ecom Express,Thiruvananthapuram,2024-04-26,2024-04-29,Delivered,4
7354,7354,Ecom Express,Nashik,2025-05-07,2025-05-16,Delivered Late,7
7355,7355,Ecom Express,Vadodara,2024-04-14,2024-04-15,Delivered,2
7356,7356,Ecom Express,Amritsar,2026-03-18,2026-03-26,Returned,7
7357,7357,DTDC,Vadodara,2025-06-22,2025-06-28,Delivered,6
7358,7358,Bluedart,Mysuru,2026-08-19,2026-08-21,Delivered,3
7359,7359,Xpressbees,Vadodara,2025-07-28,2025-08-01,Delivered Late,4
7360,7360,Xpressbees,Bhubaneswar,,,Processing,4
7361,7361,Xpressbees,Hyderabad,2025-04-26,2025-04-30,Delivered Late,3
7362,7362,Ekart Logistics,Thiruvananthapuram,2026-04-13,2026-04-19,Returned,4
7363,7363,Ekart Logistics,Lucknow,,,Not Shipped,6
7364,7364,Delhivery,Vadodara,2026-03-18,2026-03-24,Delivered Late,6
7365,7365,Ekart Logistics,Hyderabad,2026-02-18,2026-02-24,Delivered,6
7366,7366,Xpressbees,Bhubaneswar,2025-09-30,2025-10-07,Delivered Late,7
7367,7367,DTDC,Indore,2025-11-18,2025-11-20,Delivered,2
7368,7368,Xpressbees,Patna,2025-02-02,2025-02-07,Delivered,5
7369,7369,DTDC,Bhopal,2026-04-21,,In Transit,2
7370,7370,Ekart Logistics,Mysuru,2026-01-08,2026-01-13,Delivered Late,3
7371,7371,Bluedart,Indore,2025-02-15,2025-02-19,Delivered Late,3
7372,7372,Delhivery,Mumbai,2026-06-07,2026-06-11,Delivered,4
7373,7373,Delhivery,Kochi,2026-05-03,2026-05-10,Delivered Late,6
7374,7374,Bluedart,Coimbatore,2026-04-09,2026-04-15,Delivered,6
7375,7375,Xpressbees,Chandigarh,2024-08-26,2024-09-01,Delivered,6
7376,7376,DTDC,Nashik,2025-10-19,2025-10-22,Delivered,3
7377,7377,Delhivery,Kolkata,2025-07-24,2025-07-26,Delivered,2
7378,7378,DTDC,Chandigarh,2026-02-10,2026-02-15,Delivered,6
7379,7379,Bluedart,Jaipur,2025-06-20,2025-06-21,Delivered,2
7380,7380,DTDC,Hyderabad,2025-12-22,2025-12-26,Delivered,5
7381,7381,Ecom Express,Ranchi,2026-07-30,,In Transit,2
7382,7382,DTDC,Delhi,2024-04-10,2024-04-14,Delivered,5
7383,7383,Xpressbees,Bhubaneswar,2025-10-22,2025-10-28,Delivered,6
7384,7384,Delhivery,Hyderabad,2025-12-13,2025-12-20,Delivered,7
7385,7385,Ekart Logistics,Hyderabad,2026-02-20,2026-02-25,Delivered,6
7386,7386,Delhivery,Patna,2025-12-22,2025-12-27,Delivered,5
7387,7387,Bluedart,Coimbatore,2025-03-09,2025-03-11,Delivered,3
7388,7388,Ekart Logistics,Patna,2026-03-02,2026-03-07,Delivered Late,5
7389,7389,Xpressbees,Pune,,,Not Shipped,2
7390,7390,Delhivery,Patna,2025-08-11,2025-08-16,Delivered Late,4
7391,7391,Delhivery,Chandigarh,,,Not Shipped,4
7392,7392,Ekart Logistics,Indore,2025-04-24,2025-04-30,Delivered Late,4
7393,7393,Xpressbees,Nagpur,2026-07-19,,In Transit,6
7394,7394,Delhivery,Chennai,2025-04-17,,In Transit,3
7395,7395,DTDC,Amritsar,2026-04-20,2026-04-26,Delivered Late,4
7396,7396,Xpressbees,Delhi,2024-10-18,2024-10-25,Delivered Late,7
7397,7397,Xpressbees,Chandigarh,2024-07-16,2024-07-21,Delivered,6
7398,7398,Bluedart,Chennai,,,Not Shipped,7
7399,7399,Ecom Express,Nashik,2025-04-14,2025-04-23,Delivered Late,7
7400,7400,Xpressbees,Mumbai,2024-10-19,2024-10-26,Delivered Late,6
7401,7401,Delhivery,Kochi,2025-09-06,2025-09-12,Delivered,7
7402,7402,Xpressbees,Ahmedabad,2025-10-24,2025-10-30,Delivered,7
7403,7403,Ecom Express,Kanpur,,,Not Shipped,4
7404,7404,Bluedart,Chandigarh,2025-03-06,2025-03-08,Delivered,2
7405,7405,Ecom Express,Hyderabad,2025-11-09,,In Transit,5
7406,7406,Ekart Logistics,Bhopal,2026-03-07,2026-03-09,Delivered Late,2
7407,7407,Ecom Express,Chandigarh,2025-10-09,2025-10-16,Delivered Late,6
7408,7408,Delhivery,Vadodara,,,Not Shipped,3
